location,title,rooms,m2,build_material,year,page,kinder_garden,metro_station,price_eur
Tolstoj,"Apartament na pesehodno razstoanie ot metrostanzia Nadejda
 Tolstoj, Sofia",3,86,EPK/PK,1978.0,293,0,0,140000
Lozenez,"Apartament s dve spalni v emblematicna sgrada do mol Paradajs
Lozenez, Sofia",3,128,Tuhla,2023.0,293,0,0,282000
Lulin 2,"Ednostaen v nova sgrada do metrostanzia Lulin
Lulin 2, Sofia",0,43,Tuhla,2024.0,293,0,0,69020
Lulin 2,"Tristaen, neprehoden apartament v novstroasa se sgrada v blizost do metrostanzia
Lulin 2, Sofia",3,99,Tuhla,2024.0,293,0,0,142100
Lulin 2,"Dvustaen apartament v novostroasa sgrada v blizost do magazin Bila
Lulin 2, Sofia",2,76,Tuhla,2024.0,293,0,0,106575
Lulin 2,"Tristaen apartament s prekrasna panorama k_m Vitosa i Sofia
Lulin 2, Sofia",3,130,Tuhla,2024.0,293,0,0,199955
Lulin 2,"Tristaen v nova sgrada Lulin 2
Lulin 2, Sofia",3,120,Tuhla,2024.0,293,0,0,172550
Goze Delcev,"Prodava ednostaen apartament do Motopista
Goze Delcev, Sofia",0,50,Tuhla,1970.0,293,0,0,120000
Mladost 4,"Dvustaen apartament pred Akt 16 v dinamicno razvivasia se Mladost 4
 Mladost 4, Sofia",2,70.57,Tuhla,2023.0,293,0,0,115432
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 112 kv.m., 198500 €
Malinova Dolina, Sofia",3,112,Tuhla,2023.0,293,0,0,198500
Zent_r,"Dvustaen apartament 60 kv.m Tuhla 1950 g. 4 etaj Neposleden
Zent_r, Sofia",2,60,Tuhla,1950.0,293,0,1,228000
D_rveniza,"Dvustaen apartament v kv. D_rveniza DO KLUC
D_rveniza, Sofia",2,67,Tuhla,2022.0,293,0,1,130000
Studentski Grad,"Obzaveden Ednostaen Apartament s Terasa v Studentski Grad!
Studentski Grad, Sofia",0,45,Tuhla,2022.0,293,0,1,74998
Iztok,"Tristaen apartament, Iztok
Iztok, Sofia",3,127,Tuhla,2009.0,293,0,1,393700
Lulin 2,"Prodava svet_l tristaen apartament do bul. Zariza Joanna
Lulin 2, Sofia",3,95,Panel,1980.0,294,0,1,135000
Iztok,"Mnogostaen mezonet
Iztok, Sofia",10,266,Tuhla,1999.0,294,0,1,457520
Zent_r,"Dvustaen - obzaveden, v Zent_ra
Zent_r, Sofia",2,68,Tuhla,2020.0,294,0,1,135000
Dragalevzi,"Tristaen apartament
Dragalevzi, Sofia",3,138,Tuhla,2009.0,294,0,1,230000
m. G_rdova glava,"Dvustaen apartament s dvor v nov moderen kompleks v polite na Vitosa
 m. G_rdova glava, Sofia",2,78.64,Tuhla,2023.0,294,0,1,116387
Studentski Grad,"Sl_ncev parteren dvustaen apartament v kompleks Marea Skaj 1
 Studentski Grad, Sofia",2,60.92,Tuhla,2023.0,294,0,1,100650
Lulin 9,"Prodava tristaen apartament do metrostnazia Lulin
Lulin 9, Sofia",3,84,Panel,1980.0,294,0,1,130000
Zent_r,"Tristaen apartament, Zent_r
Zent_r, Sofia",3,74,Tuhla,1970.0,294,1,1,200000
Kr_stova Vada,"Tristaen apartament v kv. Kr_stova vada
Kr_stova Vada, Sofia",3,118,Tuhla,2024.0,294,1,1,225479
Kr_stova Vada,"Dvustaen apartament v kv. Kr_stova vada
Kr_stova Vada, Sofia",2,66,Tuhla,2024.0,294,1,1,138756
Banisora,"Obzaveden, dvustaen apartament v kv. Banisora
Banisora, Sofia",2,40,EPK/PK,2020.0,294,1,1,69000
Ovca Kupel,"Prodava 3-staen, Ovca kupel
Ovca Kupel, Sofia",3,92,Tuhla,1979.0,294,1,1,245000
Mladost 2,"Prodava dvustaen apartament v zatvoren kompleks do metrostanzia Balan
Mladost 2, Sofia",2,90,Tuhla,2017.0,294,1,1,159900
D_rveniza,"Dvustaen apartament 60 kv.m Tuhla 2024 g. 1 etaj Parter
D_rveniza, Sofia",2,60,Tuhla,2024.0,294,1,1,75000
Malinova Dolina,"Obzaveden Dvustaen Apartament v Malinova Dolina s Akt 16!
Malinova Dolina, Sofia",2,57,Tuhla,2022.0,294,1,1,130000
Zent_r,"Neprehoden imot s top lokazia sresu Zentralni Sofijski hali i na 100 metra ot metrostanzia „Serdika“
 Zent_r, Sofia",4,178,Tuhla,1939.0,294,1,1,550000
Malinova Dolina,"Tristaen apartament, Malinova dolina
Malinova Dolina, Sofia",3,160,Tuhla,2023.0,294,1,1,168000
Ovca Kupel 2,"Prodava 2-en Sofia Ovca kupel 2
Ovca Kupel 2, Sofia",2,80,Tuhla,2000.0,294,1,1,156000
Manastirski Livadi,"Prodava tristaen apartament do bul. B_lgaria
Manastirski Livadi, Sofia",3,119,Tuhla,2021.0,294,1,1,239000
Hadji Dimit_r,"Dvustaen apartament 68 kv.m Panel 1981 g. 4 etaj
Hadji Dimit_r, Sofia",2,68,Panel,1981.0,294,1,1,160000
Studentski Grad,"Prodava zav_rsen tristaen apartament do NSA
Studentski Grad, Sofia",3,111,Tuhla,2008.0,294,1,1,230000
Malinova Dolina,"Dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",2,70,Tuhla,2025.0,294,1,1,86000
Ovca Kupel,"Tristaen apartament v kv. Ovca kupel
Ovca Kupel, Sofia",3,119,Tuhla,2024.0,294,1,1,155630
Ovca Kupel,"Cetiristaen apartament v kv. Ovca kupel
Ovca Kupel, Sofia",4,139,Tuhla,2024.0,295,0,0,182000
Ovca Kupel 2,"Prodava dvustaen apartament do metrostanziata
Ovca Kupel 2, Sofia",2,72,Tuhla,2000.0,295,0,1,156000
Studentski Grad,"Dvustaen apartament 80 kv.m Tuhla 2023 g. 5 etaj Neposleden
Studentski Grad, Sofia",2,80,Tuhla,2023.0,295,0,1,158000
Malinova Dolina,"Tristaen apartament 160 kv.m Tuhla 2022 g. 5 etaj Posleden etaj
Malinova Dolina, Sofia",3,160,Tuhla,2022.0,295,0,1,168000
Manastirski Livadi,"Prodava tristaen apartament v zatvoren kompleks do bul. Brata B_kston
Manastirski Livadi, Sofia",3,139,Tuhla,2020.0,295,1,1,277200
Hipodruma,"Prodava dvustaen apartament v Hipodruma do metrostanzia B_lgaria
Hipodruma, Sofia",2,54,Tuhla,2004.0,295,1,1,134900
Slatina,"Tristaen apartament za prodajba- gr. Sofia, kv. Slatina
Slatina, Sofia",3,105,Tuhla,1995.0,295,1,1,227000
Zona B5,"Prodava ednostaen apartament do Mol Sofia
Zona B5, Sofia",0,42,EPK/PK,1991.0,295,1,1,120000
Banisora,"Tristaen apartament v Banisora
Banisora, Sofia",3,83,EPK/PK,1983.0,295,1,1,170000
Malinova Dolina,"Tristaen Apartament v Malinova Dolina! TOP OFERTA!
Malinova Dolina, Sofia",3,125,Tuhla,2022.0,295,1,1,179000
Manastirski Livadi,"Apartament s dve spalni i gledka k_m Vitosa v nov kompleks v kv. Manastirski livadi! V prodajba ot P..
Manastirski Livadi, Sofia",3,112,Tuhla,2023.0,295,1,1,205300
Hadji Dimit_r,"Tristaen apartament v kv. Hadji Dimit_r
Hadji Dimit_r, Sofia",3,66,Panel,1987.0,295,1,1,122000
Ovca Kupel,"Prodava tristaen apartament do metrostanzia Mizia
Ovca Kupel, Sofia",3,118,Tuhla,2022.0,295,1,1,165200
Medizinska akademia,"Prodava dvustaen apartament do Pirogov
Medizinska akademia, Sofia",2,74,Tuhla,2008.0,295,1,1,169999
Malinova Dolina,"Tristaen apartament 110 kv.m Panel 6 etaj Neposleden
Malinova Dolina, Sofia",3,110,Panel,2023.0,295,1,1,250000
Malinova Dolina,"Mnogostaen apartament 175 kv.m Tuhla 3 etaj Neposleden
Malinova Dolina, Sofia",4,175,Tuhla,2023.0,295,1,1,238000
Banisora,"Mnogostaen apartament 102 kv.m Tuhla 1960 g. 2 etaj Posleden etaj
Banisora, Sofia",4,102,Tuhla,1960.0,295,1,1,200000
Mladost 4,"Prodava zav_rsen mezonet v blizost do Biznes parka
Mladost 4, Sofia",10,100,Tuhla,2008.0,295,1,1,260000
Lozenez,"Rezidenzia Lozenez - zav_rsena luksozna sgrada do Seminariata
 Lozenez, Sofia",3,138.24,Tuhla,2019.0,295,1,1,483840
Gorublane,"Mnogostaen apartament 120 kv.m Tuhla 2008 g. 1 etaj P_rvi jilisen
Gorublane, Sofia",4,120,Tuhla,2008.0,295,1,1,352999
Belite Brezi,"Dvustaen apartament Beli Brezi
Belite Brezi, Sofia",2,91,Tuhla,2022.0,295,1,1,137800
Drujba 1,"Dvustaen apartament 62 kv.m Panel 1980 g. 3 etaj Neposleden
Drujba 1, Sofia",2,62,Panel,1980.0,295,1,1,94999
Vitosa,"Prodava obzaveden apartament do zala Hristo Botev
Vitosa, Sofia",3,135,Tuhla,2015.0,295,1,1,255000
Malinova Dolina,"Penthaus s prostorna terasa i panorama k_m Vitosa
 Malinova Dolina, Sofia",4,226.4,Tuhla,2023.0,295,1,1,320000
Malinova Dolina,"Dvustaen apartament s prostorna terasa do bul. ”Simeonovsko sose”
 Malinova Dolina, Sofia",2,122.07,Tuhla,2023.0,296,0,0,144656
Zona B5,"Dvustaen apartament 60 kv.m Tuhla 1966 g. 2 etaj
Zona B5, Sofia",2,60,Tuhla,1966.0,296,0,0,140000
Hadji Dimit_r,"Prodava apartament do stadion Georgi Asparuhov
Hadji Dimit_r, Sofia",2,77,EPK/PK,1980.0,296,0,1,116000
Studentski Grad,"Dvustaen apartament 65 kv.m Tuhla 2018 g. 1 etaj P_rvi jilisen
Studentski Grad, Sofia",2,65,Tuhla,2018.0,296,0,1,105000
Malinova Dolina,"Dvustaen apartamen v zatvoren kompleks v kv. Malinova dolina
 Malinova Dolina, Sofia",2,69.44,Tuhla,2023.0,296,0,1,99299
Malinova Dolina,"Apartament v zatvoren kompleks v kv. Malinova Dolina
 Malinova Dolina, Sofia",3,119.25,Tuhla,2023.0,296,0,1,149062
Malinova Dolina,"Dvustaen apartament v nova sgrada blizo do bul. ”Simeonovsko sose”
 Malinova Dolina, Sofia",2,74.49,Tuhla,2023.0,296,0,1,119184
Malinova Dolina,"Prostoren i luksozen apartament v kv. Malinova dolina v novostroas se kompleks
 Malinova Dolina, Sofia",2,75,Tuhla,2023.0,296,0,1,99750
Pavlovo,"Cetiristaen apartament s_s sobstven dvor v nova sgrada
 Pavlovo, Sofia",4,334.54,Tuhla,2023.0,296,0,1,368662
Malinova Dolina,"Dvustaen apartament novo stroitelstvo do bul. ”Simeonovsko sose”
 Malinova Dolina, Sofia",2,74.49,Tuhla,2023.0,296,0,1,119184
Malinova Dolina,"Dvustaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",2,88,Tuhla,2023.0,296,0,1,72500
Malinova Dolina,"Tristaen Apartament v Malinova Dolina! TOP OFERTA!
Malinova Dolina, Sofia",3,110,Tuhla,2019.0,296,0,1,159500
Lozenez,"Cetiristaen apartament Lozenez
Lozenez, Sofia",4,205,Tuhla,1994.0,296,0,1,388000
Borovo,"Mnogostaen apartament
Borovo, Sofia",4,300,Tuhla,2009.0,296,1,1,550000
Lozenez,"Mezonet Lozenez
Lozenez, Sofia",10,205,Tuhla,1994.0,296,1,1,388000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 76 kv.m., 105420 €
Malinova Dolina, Sofia",2,76,Tuhla,2023.0,296,1,1,105420
Malinova Dolina,"Ednostaen apartament, Malinova dolina
Malinova Dolina, Sofia",0,45,Tuhla,2023.0,296,1,1,60000
Obela 1,"Tristaen obzaveden apartament v kv. Obela
Obela 1, Sofia",3,73,Panel,1992.0,296,1,1,100000
Obela 2,"Mnogostaen apartament 100 kv.m Panel 1985 g. 2 etaj Neposleden
Obela 2, Sofia",4,100,Panel,1985.0,296,1,1,129999
Krasno Selo,"Penthaus s prostorna terasa i velikolepni gledki v nova butikova sgrada
 Krasno Selo, Sofia",3,240,Tuhla,2023.0,297,0,0,403780
Malinova Dolina,"Apartament s dvorno prostranstvo za prodajba v kv. Malinova Dolina
 Malinova Dolina, Sofia",2,79.52,Tuhla,2023.0,297,0,0,88517
Malinova Dolina,"Tristaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",3,85,Tuhla,2023.0,297,0,0,108800
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s terasa 75 kv.m. s AKT 14!!!
Malinova Dolina, Sofia",4,235,Tuhla,2023.0,297,0,0,252000
Simeonovo,"Mnogostaen, Sofia, Simeonovo, 220.72 kv.m., 353000 €
Simeonovo, Sofia",4,221,Tuhla,2023.0,297,0,0,353000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 142 kv.m., 268000 €
Malinova Dolina, Sofia",3,142,Tuhla,2023.0,297,0,0,268000
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,104,Tuhla,2024.0,297,0,0,134000
Suhata reka,"Tristaen apartament 109 kv.m Tuhla 2023 g. 5 etaj Neposleden
Suhata reka, Sofia",3,109,Tuhla,2023.0,297,0,0,203500
Malinova Dolina,"Dvustaen apartament s_s sobstven dvor
Malinova Dolina, Sofia",2,79,Tuhla,2024.0,297,0,0,90000
Lozenez,"Dvustaen apartament, Lozenez
Lozenez, Sofia",2,89,Tuhla,1990.0,297,0,0,157000
Zent_r,"Apartament s edna spalna do kluc v Zent_ra! V prodajba ot PORTFOLIO BP!
Zent_r, Sofia",2,60,Tuhla,2010.0,298,0,0,158000
Lulin 2,"Prodava nov dvustaen apartament do metrostanzia Lulin
Lulin 2, Sofia",2,80,Tuhla,2014.0,298,0,1,139000
Borovo,"Prodava dvustaen apartament do mol B_lgaria
Borovo, Sofia",2,56,Panel,1975.0,298,0,1,110000
Gorna Bana,"Tristaen apartament v kv. Gorna bana
Gorna Bana, Sofia",3,95,Tuhla,2023.0,298,0,1,160259
Gorna Bana,"Tristaen apartament v kv. Gorna bana
Gorna Bana, Sofia",3,73,Tuhla,2023.0,298,0,1,122876
Gorna Bana,"Dvustaen apartament v kv. Gorna bana
Gorna Bana, Sofia",2,50,Tuhla,2023.0,298,0,1,82824
Ovca Kupel,"Dvustaen apartament v kv. Ovca Kupel AKT16
Ovca Kupel, Sofia",2,66,Tuhla,2022.0,298,0,1,99510
Ovca Kupel,"Dvustaen apartament v kv. Ovca Kupel AKT16
Ovca Kupel, Sofia",2,76,Tuhla,2022.0,298,0,1,113220
Borovo,"Prodava dvustaen apartament do pazar Borovo
Borovo, Sofia",2,60,Panel,1975.0,298,0,1,130000
Pavlovo,"Tristaen apartament s dvor v luksozna nova sgrada
 Pavlovo, Sofia",3,263.9,Tuhla,2023.0,298,0,1,309120
Orlandovzi,"Prodavame otlicen tristaen apartament
Orlandovzi, Sofia",3,142,Tuhla,2022.0,298,0,1,200000
Malinova Dolina,"Dvustaen Apartament v Malinova Dolina! Visok Klas Stroitelstvo!
Malinova Dolina, Sofia",2,82,Tuhla,2022.0,298,0,1,113135
Borovo,"Dvustaen v Borovo
Borovo, Sofia",2,60,EPK/PK,1979.0,298,0,1,148000
Levski G,"Tristaen v Levski G
Levski G, Sofia",3,90,Panel,1982.0,298,0,1,179000
Vitosa,"Tristaen v_v Vitosa
Vitosa, Sofia",3,83,Tuhla,2014.0,298,0,1,185000
Lulin 3,"Tristaen apartament, Lulin 3
Lulin 3, Sofia",3,80,EPK/PK,1980.0,298,1,1,115000
Ovca Kupel 2,"Tristaen apartament Ovca kupel 2
Ovca Kupel 2, Sofia",3,84,Tuhla,2005.0,298,1,1,150000
Ovca Kupel 2,"Dvustaen apartament Ovca kupel 2
Ovca Kupel 2, Sofia",2,83,Tuhla,2005.0,298,1,1,150000
Manastirski Livadi,"Prostoren dvustaen apartament v nova moderna sgrada v kv. Manastirski livadi - iztok. V stroej! Ot P..
Manastirski Livadi, Sofia",2,84,Tuhla,2023.0,298,1,1,134000
Malinova Dolina,"Mnogostaen, Sofia, Malinova Dolina, 230 kv.m., 450000 €
Malinova Dolina, Sofia",4,230,Tuhla,2023.0,299,0,0,450000
Hladilnika,"Mnogostaen apartament 156 kv.m Tuhla 2023 g. 3 etaj Neposleden
Hladilnika, Sofia",4,156,Tuhla,2023.0,299,0,0,352500
Manastirski Livadi,"Mnogostaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",4,330,Tuhla,2021.0,299,0,0,634000
Drujba 1,"Dvustaen apartament 62 kv.m Panel 1978 g. 2 etaj Neposleden
Drujba 1, Sofia",2,62,Panel,1978.0,299,0,0,82900
Lulin 2,"Prodavame dvustaen v Lulin 2
Lulin 2, Sofia",2,83,Tuhla,2014.0,299,0,0,139000
Manastirski Livadi,"Tristaen v Manastirski livadi s garaj
Manastirski Livadi, Sofia",3,60,Tuhla,2013.0,299,0,0,180000
Banisora,"Dvustaen v Banisora
Banisora, Sofia",2,70,Tuhla,1966.0,299,0,0,150000
Boana,"Prodava tristaen apartament, Sofia, Boana
Boana, Sofia",3,108,Tuhla,2010.0,299,0,0,225000
Suhata reka,"Tristaen v Suhata reka
Suhata reka, Sofia",3,70,EPK/PK,1986.0,299,0,0,130000
Malinova Dolina,"Ednostajno jilise za prodajba v nova sgrada v kv. Malinova dolina
 Malinova Dolina, Sofia",0,39.34,Tuhla,2023.0,299,0,0,59796
Hladilnika,"Dvustaen apartament 65 kv.m Tuhla 2023 g. 2 etaj Neposleden
Hladilnika, Sofia",2,65,Tuhla,2023.0,299,0,0,139000
Malinova Dolina,"Dvustaen apartament 66 kv.m Tuhla 2024 g. 2 etaj Neposleden
Malinova Dolina, Sofia",2,66,Tuhla,2024.0,299,0,0,93000
Malinova Dolina,"Dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",2,66,Tuhla,2023.0,299,0,0,110925
Manastirski Livadi,"Tristaen v Manastirski livadi
Manastirski Livadi, Sofia",3,83,Tuhla,2020.0,299,0,0,199999
Malinova Dolina,"Dvustaen apartament 73 kv.m Tuhla 2023 g. 2 etaj Neposleden
Malinova Dolina, Sofia",2,73,Tuhla,2023.0,299,0,0,105980
Malinova Dolina,"Ednostaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",0,40,Tuhla,2023.0,300,0,0,55846
Karpuziza,"Dvustaen apartament v kv. Karpuziza AKT16
Karpuziza, Sofia",2,65,Tuhla,2022.0,300,0,0,107400
Ovca Kupel,"Tristaen apartament v nova butikova sgrada v kv. Ovca kupel
 Ovca Kupel, Sofia",3,129,Tuhla,2023.0,300,0,0,206960
Borovo,"Tristaen apartament, Borovo
Borovo, Sofia",3,85,Panel,1974.0,300,1,0,148000
Lulin Zent_r,"Apartament na parter v Lulin-zent_r
Lulin Zent_r, Sofia",2,65,Tuhla,2020.0,300,1,0,91700
Levski V,"4-staen apartament v Levski V
Levski V, Sofia",4,120,Panel,1996.0,300,1,0,192000
Mladost 2,"Prodava tristaen apartament do metrostanzia A. Balan
Mladost 2, Sofia",3,98,Tuhla,2015.0,300,1,1,229900
Strelbise,"Prodava dvustaen apartament do Ujen park
Strelbise, Sofia",2,56,EPK/PK,1985.0,300,1,1,128000
Oborise,"Idealni casti ot k_sa i parzel na ul. ”Ekazarh Josif”
Oborise, Sofia",3,100,Tuhla,1919.0,300,1,1,145000
Malinova Dolina,"Ednostaen apartament s AKT 16 v kv. Malinova dolina
Malinova Dolina, Sofia",0,50,Tuhla,2022.0,300,1,1,77000
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,67,Tuhla,2023.0,300,1,1,133000
Orlandovzi,"Prodava 2-staen! j.k. Orlandovzi! Zena 75000E!
Orlandovzi, Sofia",2,65,Tuhla,2023.0,300,1,1,75000
Sveta Troiza,"Tristaen apartament-gr. Sofia, kv. Sveta troiza
Sveta Troiza, Sofia",3,100,Panel,1983.0,300,1,1,137700
Serdika,"Prodava nov tristaen apartament do biznes zent_r Serdika
Serdika, Sofia",3,109,Tuhla,2022.0,300,1,1,164900
Ilinden,"Tristaen apartament, Ilinden
Ilinden, Sofia",3,87,Panel,1980.0,300,1,1,175000
Goze Delcev,"Prodava obzaveden tristaen apartament do mol B_lgaria
Goze Delcev, Sofia",3,120,Tuhla,2018.0,300,1,1,290000
Borovo,"Prodava dvustaen apartament do bul. B_lgaria
Borovo, Sofia",2,60,EPK/PK,1980.0,300,1,1,148000
Manastirski Livadi,"Prodava nov apartament s dvorno masto do bul. B_lgaria
Manastirski Livadi, Sofia",3,110,Tuhla,2023.0,300,1,1,180000
Lulin 8,"Ednostaen apartament v Lulin 8 AKT16
Lulin 8, Sofia",0,44,Tuhla,2005.0,300,1,1,62000
Zent_r,"Prodava apartament v zent_ra na Sofia
Zent_r, Sofia",2,80,Tuhla,1950.0,300,1,1,298000
Simeonovo,"Dvustaen apartament Simeonovo
Simeonovo, Sofia",2,84,Tuhla,2021.0,300,1,1,159600
Zent_r,"Dvustaen apartament Zent_r
Zent_r, Sofia",2,80,Tuhla,1944.0,301,0,0,320000
Ovca Kupel 2,"Dvustaen apartament v nova jilisna sgrada do NBU
 Ovca Kupel 2, Sofia",2,65.83,Tuhla,2023.0,301,0,0,98750
Krasna Polana,"Prodava nov tristaen apartament do stadion Septemvri
Krasna Polana, Sofia",3,113,Tuhla,2023.0,301,0,0,150000
Lulin 3,"Prodava tristaen apartament v Lulin 3-ta cast
Lulin 3, Sofia",3,96,Panel,1970.0,301,1,0,130000
Lulin 4,"Prodava tristaen apartament do pazara i obsinata
Lulin 4, Sofia",3,85,Panel,1970.0,301,1,0,124000
Lulin Zent_r,"Prodava golam tristaen apartament do metrostanzia Lulin
Lulin Zent_r, Sofia",3,140,Tuhla,2008.0,301,1,1,260000
Lagera,"Tristaen apartament 110 kv.m EPK/PK 1987 g. 4 etaj Neposleden
Lagera, Sofia",3,110,EPK/PK,1987.0,301,1,1,157000
Zona B5,"Dvustaen apartament 70 kv.m Tuhla 2022 g. 3 etaj Neposleden
Zona B5, Sofia",2,70,Tuhla,2022.0,301,1,1,168000
Studentski Grad,"Dvustaen apartament 81 kv.m Tuhla 2017 g. 3 etaj Neposleden
Studentski Grad, Sofia",2,81,Tuhla,2017.0,301,1,1,136000
Studentski Grad,"Dvustaen apartament 85 kv.m Tuhla 2017 g. 4 etaj Neposleden
Studentski Grad, Sofia",2,85,Tuhla,2017.0,301,1,1,140000
Vitosa,"Prostoren dvustaen apartament v Kv. Malinova Dolina do Simeonovsko sose
Vitosa, Sofia",2,68,Tuhla,2023.0,301,1,1,89080
Malinova Dolina,"Tristaen apartament v kv. Malinova Dolina
Malinova Dolina, Sofia",3,107,Tuhla,2024.0,301,1,1,190920
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70 kv.m., 100000 €
Malinova Dolina, Sofia",2,70,Tuhla,2023.0,301,1,1,100000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 103 kv.m., 162000 €
Malinova Dolina, Sofia",3,103,Tuhla,2023.0,301,1,1,162000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 103 kv.m., 174000 €
Malinova Dolina, Sofia",3,103,Tuhla,2023.0,301,1,1,174000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 124 kv.m., 185000 €
Malinova Dolina, Sofia",3,124,Tuhla,2023.0,301,1,1,185000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 103 kv.m., 153000 €
Malinova Dolina, Sofia",3,103,Tuhla,2023.0,301,1,1,153000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 124 kv.m., 183000 €
Malinova Dolina, Sofia",3,124,Tuhla,2023.0,301,1,1,183000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 65 kv.m., 102000 €
Malinova Dolina, Sofia",2,65,Tuhla,2023.0,301,1,1,102000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 64 kv.m., 105000 €
Malinova Dolina, Sofia",2,64,Tuhla,2023.0,301,1,1,105000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 103 kv.m., 152000 €
Malinova Dolina, Sofia",3,103,Tuhla,2023.0,302,0,0,152000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 125 kv.m., 183000 €
Malinova Dolina, Sofia",3,125,Tuhla,2023.0,302,0,0,183000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 103 kv.m., 150000 €
Malinova Dolina, Sofia",3,103,Tuhla,2023.0,302,0,0,150000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 125 kv.m., 180000 €
Malinova Dolina, Sofia",3,125,Tuhla,2023.0,302,0,0,180000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 97 kv.m., 149000 €
Malinova Dolina, Sofia",3,97,Tuhla,2023.0,302,0,0,149000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 97 kv.m., 145000 €
Malinova Dolina, Sofia",3,97,Tuhla,2023.0,302,0,0,145000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 97 kv.m., 150000 €
Malinova Dolina, Sofia",3,97,Tuhla,2023.0,302,0,0,150000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 108 kv.m., 165000 €
Malinova Dolina, Sofia",3,108,Tuhla,2023.0,302,0,0,165000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 64 kv.m., 90000 €
Malinova Dolina, Sofia",2,64,Tuhla,2023.0,302,0,0,90000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 108 kv.m., 160000 €
Malinova Dolina, Sofia",3,108,Tuhla,2023.0,302,0,0,160000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 69 kv.m., 100000 €
Malinova Dolina, Sofia",2,69,Tuhla,2023.0,302,0,0,100000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 69 kv.m., 97000 €
Malinova Dolina, Sofia",2,69,Tuhla,2023.0,302,0,0,97000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 69 kv.m., 104000 €
Malinova Dolina, Sofia",2,69,Tuhla,2023.0,302,0,0,104000
Lozenez,"Dvustaen apartament v Lozenez do Nazionalna prirodo-matematiceska gimnazia
 Lozenez, Sofia",2,90.71,Tuhla,2007.0,302,0,0,340000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 133 kv.m., 201143 €
Malinova Dolina, Sofia",3,133,Tuhla,2023.0,302,1,0,201143
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 108 kv.m., 149580 €
Malinova Dolina, Sofia",3,108,Tuhla,2023.0,302,1,0,149580
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 72 kv.m., 92989 €
Malinova Dolina, Sofia",2,72,Tuhla,2023.0,302,1,0,92989
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70 kv.m., 99314 €
Malinova Dolina, Sofia",2,70,Tuhla,2023.0,302,1,0,99314
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70 kv.m., 105420 €
Malinova Dolina, Sofia",2,70,Tuhla,2023.0,302,1,0,105420
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70 kv.m., 107721 €
Malinova Dolina, Sofia",2,70,Tuhla,2023.0,302,1,0,107721
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70 kv.m., 99755 €
Malinova Dolina, Sofia",2,70,Tuhla,2023.0,302,1,0,99755
Banisora,"Mnogostaen v Banisora
Banisora, Sofia",4,95,Panel,1974.0,302,1,0,199000
Ovca Kupel 2,"Mnogostaen apartament 136 kv.m Tuhla 1998 g. 1 etaj P_rvi jilisen
Ovca Kupel 2, Sofia",4,136,Tuhla,1998.0,302,1,0,210000
Lulin 1,"Tristaen apartament, Lulin 1
Lulin 1, Sofia",3,65,Panel,1980.0,302,1,0,140000
